sel,title,artist,album,track_n,genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,lyrics
135,Picture To Burn,Taylor Swift,Talylor Swift,2,Country Rock,2006,106,86,66,-2,10,79,175,20,3,55,"State the obvious, I didn't get my perfect fantasy
I realize you love yourself more than you could ever love me
So go and tell your friends that I'm obsessive and crazy
That's fine, I'll tell mine that you're gay
By the way
I hate that stupid old pickup truck
You never let me drive
You're a redneck heartbreak
Who's really bad at lying
So watch me strike a match
On all my wasted time
As far as I'm concerned you're
Just another picture to burn
There's no time for tears
I'm just sitting here planning my revenge
There's nothing stopping me
From going out with all of your best friends
And if you come around saying sorry to me
My daddy's gonna show you how sorry you'll be
I hate that stupid old pickup truck
You never let me drive
You're a redneck heartbreak
Who's really bad at lying
So watch me strike a match
On all my wasted time
As far as I'm concerned you're
Just another picture to burn
And if you're missing me
You'd better keep it to yourself
'Cause coming back around here
Would be bad for your health
Cause I hate that stupid old pickup truck
You never let me drive
You're a redneck heartbreak
Who's really bad at lying
So watch me strike a match
On all my wasted time
In case you haven't heard
I really really hate that
I hate that stupid old pickup truck
You never let me drive
You're a redneck heartbreak
Who's really bad at lying
So watch me strike a match
On all my wasted time
As far as I'm concerned you're
Just another picture to burn
Burn, burn, burn, baby, burn
You're just another picture to burn
Baby, burn"
125,Teardrops On My Guitar - Radio Single Remix,Taylor Swift,Talylor Swift,3,Country Pop,2006,100,44,63,-7,15,26,205,33,2,56,"Drew looks at me
I fake a smile so he won't see
That I want and I'm needing
Everything that we should be
I'll bet she's beautiful, that girl he talks about
And she's got everything that I have to live without
Drew talks to me
I laugh 'cause it's so damn funny
That I can't even see
Anyone when he's with me
He says he's so in love, he's finally got it right
I wonder if he knows he's all I think about at night
He's the reason for the teardrops on my guitar
The only thing that keeps me wishing on a wishing star
He's the song in the car
I keep singing, don't know why I do...
Drew walks by me
Can't he tell that I can't breathe?
And there he goes, so perfectly
The kind of flawless I wish I could be
She'd better hold him tight, give him all her love
Look in those beautiful eyes and know she's lucky 'cause
He's the reason for the teardrops on my guitar
The only thing that keeps me wishing on a wishing star
He's the song in the car
I keep singing, don't know why I do...
So I drive home alone, as I turn off the light
I'll put his picture down and maybe get some sleep tonight
He's the reason for the teardrops on my guitar
The only one who's got enough of me to break my heart
He's the song in the car
I keep singing, don't know why I do...
He's the time taken up, but there's never enough
And he's all that I need to fall into
Drew looks at me
I fake a smile so he won't see"
191,A Place in this World,Taylor Swift,Talylor Swift,4,Country Pop,2006,115,78,58,-3,32,43,199,5,3,47,"I don't know what I want, so don't ask me
Cause I'm still trying to figure it out
Don't know what's down this road, I'm just walking
Trying to see through the rain coming down
Even though I'm not the only one
Who feels the way I do
I'm alone, on my own, and that's all I know
I'll be strong, I'll be wrong, oh but life goes on
Oh, I'm just a girl, trying to find a place in this world
Got the radio on, my old blue jeans
And I'm wearing my heart on my sleeve
Feeling lucky today, got the sunshine
Could you tell me what more do I need
And tomorrow's just a mystery, oh yeah
But that's OK
I'm alone, on my own, and that's all I know
I'll be strong, I'll be wrong, oh but life goes on
Oh, I'm just a girl, trying to find a place in this world
Maybe I'm just a girl on a mission
But I'm ready to fly
I'm alone, on my own, and that's all I know
I'll be strong, I'll be wrong, oh but life goes on
Oh I'm alone, on my own, and that's all I know
Oh I'm just a girl, trying to find a place in this world
Oh I'm just a girl
Oh I'm just a girl, oh, oh
Oh I'm just a girl"
182,Cold As You,Taylor Swift,Talylor Swift,5,Country,2006,176,48,42,-6,12,26,239,22,3,48,"You have a way of coming easily to me
And when you take, you take the very best of me
So I start a fight cause I need to feel something
And you do what you want cause I'm not what you wanted
Oh what a shame, what a rainy ending given to a perfect day
Just walk away, no use defending words that you will never say
And now that I'm sitting here thinking it through
I've never been anywhere cold as you
You put up walls and paint them all a shade of gray
And I stood there loving you and wished them all away
And you come away with a great little story
Of a mess of a dreamer with the nerve to adore you
Oh what a shame, what a rainy ending given to a perfect day
Just walk away, no use defending words that you will never say
And now that I'm sitting here thinking it through
I've never been anywhere cold as you
You never did give a damn thing honey but I cried, cried for you
And I know you wouldn't have told nobody if I died, died for you
(Died for you)
Oh what a shame, what a rainy ending given to a perfect day
Every smile you fake is so condescending
Counting all the scars you made
And now that I'm sitting here thinking it through
I've never been anywhere cold as you"
202,The Outside,Taylor Swift,Talylor Swift,6,Country Pop,2006,113,81,59,-4,24,59,207,0,3,46,"I didn't know what I would find
When I went looking for a reason, I know
I didn't read between the lines
And, baby, I've got nowhere to go
I tried to take the road less traveled by
But nothing seems to work the first few times
Am I right?
So how can I ever try to be better?
Nobody ever lets me in
I can still see you, this ain't the best view
On the outside looking in
I've been a lot of lonely places
I've never been on the outside
You saw me there, but never knew
I would give it all up to be
A part of this, a part of you
And now it's all too late so you see
You could've helped if you had wanted to
But no one notices until it's too
Late to do anything
So how can I ever try to be better?
Nobody ever lets me in
I can still see you, this ain't the best view
On the outside looking in
I've been a lot of lonely places
I've never been on the outside
So how can I ever try to be better?
Nobody ever lets me in
I can still see you, this ain't the best view
On the outside looking in
I've been a lot of lonely places
I've never been on the outside"
203,Tied Together with a Smile,Taylor Swift,Talylor Swift,7,Country Pop,2006,146,58,48,-5,8,19,248,53,3,46,"Seems the only one who doesn't see your beauty
Is the face in the mirror looking back at you
You walk around here thinking you're not pretty
But that's not true, 'cause I know you
Hold on
Baby you're losing it
The water's high
You're jumping into it
And letting go
And no one knows
That you cry
But you don't tell anyone
That you might
Not be the golden one
And you're tied together with a smile
But you're coming undone
I guess it's true that love was all you wanted
'Cause you're giving it away like it's extra change
Hoping it will end up in his pocket
But he leaves you out like a penny in the rain
Oh, 'cause it's not his price to pay
Not his price to pay
Hold on
Baby you're losing it
The water's high
You're jumping into it
And letting go
And no one knows
That you cry
But you don't tell anyone
That you might
Not be the golden one
And you're tied together with a smile
But you're coming undone
Hold on
Baby you're losing it
The water's high
You're jumping into it
And letting go
And no one knows
That you cry
But you don't tell anyone
That you might
Not be the golden one
And you're tied together with a smile
But you're coming undone
You're tied together with a smile
But you're coming undone oh
Goodbye, baby
With a smile, baby, baby"
204,Stay Beautiful,Taylor Swift,Talylor Swift,8,Country Pop,2006,132,63,59,-5,14,50,236,9,2,46,"Cory's eyes are like a jungle
He smiles, it's like the radio
He whispers songs into my window
In words that nobody knows
These pretty girls on every corner
They watch him as he's walking home
Saying, ""Does he know?""
Will you ever know?
You're beautiful
Every little piece love
And don't you know
You're really gonna be someone
Ask anyone
And when you find everything you looked for
I hope your life will lead you back to my door
Oh, but if it don't
Stay beautiful
Cory finds another way to be
The highlight of my day
I'm taking pictures in my mind
So I can save them for a rainy day
It's hard to make a conversation
When he's taking my breath away
I should say, hey, by the way
You're beautiful
Every little piece love
And don't you know
You're really gonna be someone
Ask anyone
And when you find everything you looked for
I hope your life will lead you back to my door
Oh, but if it don't
Stay beautiful
If you and I are a story
That never gets told
If what you are is a daydream
I'll never get to hold
At least you'll know
You're beautiful
Every little piece love
And don't you know
You're really gonna be someone
Ask anyone
And when you find everything you looked for
I hope your life will lead you back to my front door
Oh, but if it don't
Will you stay
Beautiful, beautiful, beautiful?
Beautiful, beautiful, beautiful?
La la la
Oh, oh, oh, oh
Oh, but if it don't
Stay beautiful
Stay beautiful
Na, na, na, na, na"
171,Should've Said No,Taylor Swift,Talylor Swift,9,Country Rock,2006,168,76,48,-4,20,53,244,1,3,51,"It's strange to think the songs we used to sing
The smiles, the flowers, everything is gone
Yesterday I found out about you
Even now just looking at you: feels wrong
You say that you'd take it all back, given one chance
It was a moment of weakness and you said, ""Yes""
You should've said, ""No"", you should've gone home
You should've thought twice 'fore you let it all go
You should've know that word, 'bout what you did with her
Get back to me (get back to me)
And I should've been there, in the back of your mind
I shouldn't be asking myself, ""Why?""
You shouldn't be begging for forgiveness at my feet
You should've said no, baby, and you might still have me
You can see that I've been crying
Baby you know all the right things to say
But do you honestly expect me to believe
We could ever be the same?
You say that the past is the past, you need one chance
It was a moment of weakness and you said, ""Yes""
You should've said, ""No"", you should've gone home
You should've thought twice 'fore you let it all go
You should've know that word, 'bout what you did with her
Get back to me (get back to me)
And I should've been there, in the back of your mind
I shouldn't be asking myself, ""Why?""
You shouldn't be begging for forgiveness at my feet
You should've said no, baby, and you might still have me
I can't resist
Before you go tell me this
Was it worth it?
Was she worth this?
No no, no, no
You should've said, ""No"", you should've gone home
You should've thought twice 'fore you let it all go
You should've know that word, 'bout what you did with her
Get back to me (get back to me)
And I should've been there, in the back of your mind
I shouldn't be asking myself, ""Why?""
You shouldn't be begging for forgiveness at my feet
You should've said no, baby, and you might still have me"
216,Mary's Song (Oh My My My),Taylor Swift,Talylor Swift,10,Country Pop,2006,75,63,40,-5,18,37,213,2,3,44,"She said, I was seven and you were nine
I looked at you like the stars that shined
In the sky, the pretty lights
And our daddies used to joke about the two of us
Growing up and falling in love and our mamas smiled
And rolled their eyes and said oh my my my
Take me back to the house in the backyard tree
Said you'd beat me up, you were bigger than me
You never did, you never did
Take me back when our world was one block wide
I dared you to kiss me and ran when you tried
Just two kids, you and I
Oh my my my my
Well, I was sixteen when suddenly
I wasn't that little girl you used to see
But your eyes still shined like pretty lights
And our daddies used to joke about the two of us
They never believed we'd really fall in love
And our mamas smiled and rolled their eyes
And said oh my my my
Take me back to the creek beds we turned up
Two A.M. riding in your truck and all I need is you next to me
Take me back to the time we had our very first fight
The slamming of doors instead of kissing goodnight
You stayed outside till the morning light
Oh my my my my
A few years had gone and come around
We were sitting at our favorite spot in town
And you looked at me, got down on one knee
Take me back to the time when we walked down the aisle
Our whole town came and our mamas cried
You said I do and I did too
Take me home where we met so many years before
We'll rock our babies on that very front porch
After all this time, you and I
I'll be eighty-seven; you'll be eighty-nine
I'll still look at you like the stars that shine
In the sky, oh my my my"
104,Our Song,Taylor Swift,Talylor Swift,11,Country,2006,89,66,67,-5,33,57,203,11,3,59,"I was riding shotgun with my hair undone
In the front seat of his car
He's got a one-hand feel on the steering wheel
The other on my heart
I look around, turn the radio down
He says, ""Baby is something wrong?""
I say, ""Nothing, I was just thinking
How we don't have a song""
And he says
Our song is the slamming screen door
Sneakin' out late, tapping on your window
When we're on the phone and you talk real slow
'Cause it's late and your mama don't know
Our song is the way you laugh
The first date: ""Man, I didn't kiss her, and I should have""
And when I got home 'fore I said amen
Asking God if he could play it again
I was walking up the front porch steps
After everything that day
Had gone all wrong and been trampled on
And lost and thrown away
Got to the hallway, well on my way
To my lovin' bed
I almost didn't notice all the roses
And the note that said
Our song is the slamming screen door
Sneakin' out late, tapping on your window
When we're on the phone and you talk real slow
'Cause it's late and your mama don't know
Our song is the way you laugh
The first date: ""Man, I didn't kiss her, and I should have""
And when I got home 'fore I said amen
Asking God if he could play it again
I've heard every album, listened to the radio
Waited for something to come along
That was as good as our song
'Cause our song is the slamming screen door
Sneakin' out late, tapping on his window
When we're on the phone and he talks real slow
'Cause it's late and his mama don't know
Our song is the way he laughs
The first date: ""Man, I didn't kiss him, and I should have""
And when I got home 'fore I said amen
Asking God if he could play it again
Play it again
I was riding shotgun with my hair undone
In the front seat of his car
I grabbed a pen and an old napkin
And I wrote down our song"
183,I'm Only Me When I'm With You,Taylor Swift,Talylor Swift,12,Country,2006,144,93,56,-4,10,52,213,0,6,48,"Friday night beneath the stars
In a field behind your yard
You and I are painting pictures in the sky
And sometimes we don't say a thing
Just listen to the crickets sing
Everything I need is right here by my side
And I know everything about you
I don't wanna live without you
I'm only up when you're not down
Don't wanna fly if you're still on the ground
It's like no matter what I do
Well you drive me crazy half the time
The other half I'm only trying to let you know that what I feel is true
And I'm only me when I'm with you
Just a small town boy and girl
Living in a crazy world
Trying to figure out what is and isn't true
And I don't try to hide my tears
The secrets or my deepest fears
Through it all nobody gets me like you do
And you know everything about me
You say that you can't live without me
I'm only up when you're not down
Don't wanna fly if you're still on the ground
It's like no matter what I do
Well you drive me crazy half the time
The other half I'm only trying to let you know that what I feel is true
And I'm only me when I'm with you
When I'm with anybody else it's so hard to be myself
Only you can tell
That I'm only up when you're not down
Don't wanna fly if you're still on the ground
It's like no matter what I do
Well you drive me crazy half the time
The other half I'm only trying to let you know that what I feel is true
And I'm only me
Who I wanna be
Well, I'm only me when I'm with you
With you
Uh huh
Yeah"
192,Invisible,Taylor Swift,Talylor Swift,13,Country,2006,96,39,61,-6,15,23,203,64,2,47,"She can't see the way your eyes
Light up when you smile
She'll never notice how you stop and stare
Whenever she walks by
And you can't see me wanting you the way you want her
But you are everything to me
I just want to show you
She don't even know you
She's never going to love you like I want to
And you just see right through me
If you only knew me
We could be a beautiful
Miracle
Unbelievable
Instead of just invisible
There's a fire inside of you
That can't help but shine through
She's never going to see the light
No matter what you do
And all I think about is how to make you think of me
And everything that we could be
I just want to show you
She don't even know you
She's never going to love you like I want to
And you just see right through me
If you only knew me
We could be a beautiful
Miracle
Unbelievable
Instead of just invisible
Like shadows in a faded light
Oh, we're invisible
I just want to open your eyes
And make you realize
I just want to show you
She don't even know you
Baby, let me love you
Let me want you
You just see right through me
But if you only knew me
We could be a beautiful
Miracle
Unbelievable
Instead of just invisible
She can't see the way your eyes
Light up when you smile"
211,A Perfectly Good Heart,Taylor Swift,Talylor Swift,14,Country Pop,2006,156,75,48,-6,13,27,220,0,4,45,"Why would you wanna break a perfectly good heart?
Why would you wanna take our love and tear it all apart, now?
Why would you wanna make the very first scar?
Why would you wanna break a perfectly good heart?
Maybe I should've seen the signs, should've read the writing on the wall
And realized by the distance in your eyes that I would be the one to fall
No matter what you say, I still can't believe
That you would walk away
It don't make sense to me, but
Why would you wanna break a perfectly good heart?
Why would you wanna take our love and tear it all apart,now?
Why would you wanna make the very first scar?
Why would you wanna break a perfectly good heart?
It's not unbroken anymore
How do I get it back the way it was before?
Why would you wanna break a perfectly good heart?
Why would you wanna take our love and tear it all apart, now?
Why would you wanna make the very first scar?
Why would you wanna break a perfectly good heart?
Why would you wanna break a perfectly good heart?
Why would you wanna take our love and tear it all apart, now?
Why would you wanna make the very first scar?
Why would you wanna break a perfectly good heart?"
193,Teardrops on My Guitar - Pop Version,Taylor Swift,Talylor Swift,15,Country Pop,2006,200,75,46,-4,9,48,179,4,5,47,"Drew looks at me
I fake a smile so he won't see
That I want and I'm needing
Everything that we should be
I'll bet she's beautiful, that girl he talks about
And she's got everything that I have to live without
Drew talks to me
I laugh 'cause it's so damn funny
That I can't even see
Anyone when he's with me
He says he's so in love, he's finally got it right
I wonder if he knows he's all I think about at night
He's the reason for the teardrops on my guitar
The only thing that keeps me wishing on a wishing star
He's the song in the car
I keep singing, don't know why I do...
Drew walks by me
Can't he tell that I can't breathe?
And there he goes, so perfectly
The kind of flawless I wish I could be
She'd better hold him tight, give him all her love
Look in those beautiful eyes and know she's lucky 'cause
He's the reason for the teardrops on my guitar
The only thing that keeps me wishing on a wishing star
He's the song in the car
I keep singing, don't know why I do...
So I drive home alone, as I turn off the light
I'll put his picture down and maybe get some sleep tonight
He's the reason for the teardrops on my guitar
The only one who's got enough of me to break my heart
He's the song in the car
I keep singing, don't know why I do...
He's the time taken up, but there's never enough
And he's all that I need to fall into
Drew looks at me
I fake a smile so he won't see"
126,the 1- the long pond studio sessions,Taylor Swift,the long pond studio sessions,1,Alternative Pop,2020,140,25,71,-11,10,16,220,90,4,55,"I'm doing good, I'm on some new shit
Been saying ""yes"" instead of ""no""
I thought I saw you at the bus stop, I didn't though
I hit the ground running each night
I hit the Sunday matinée
You know the greatest films of all time were never made
I guess you never know, never know
And if you wanted me, you really should've showed
And if you never bleed, you're never gonna grow
And it's alright now
But we were something, don't you think so?
Roaring 20s, tossing pennies in the pool
And if my wishes came true
It would've been you
In my defense, I have none
For never leaving well enough alone
But it would've been fun
If you would've been the one
(Ooh)
I have this dream you're doing cool shit
Having adventures on your own
You meet some woman on the internet and take her home
We never painted by the numbers, baby
But we were making it count
You know the greatest loves of all time are over now
I guess you never know, never know
And it's another day waking up alone
But we were something, don't you think so?
Roaring 20s, tossing pennies in the pool
And if my wishes came true
It would've been you
In my defense, I have none
For never leaving well enough alone
But it would've been fun
If you would've been the one
I, I, I persist and resist the temptation to ask you
If one thing had been different
Would everything be different today?
We were something, don't you think so?
Rosé flowing with your chosen family
And it would've been sweet
If it could've been me
In my defense, I have none
For digging up the grave another time
But it would've been fun
If you would've been the one
(Ooh)"
117,cardigan - the long pond studio sessions,Taylor Swift,the long pond studio sessions,2,Alternative Pop,2020,86,23,40,-10,11,25,231,88,4,56,"Vintage tee, brand new phone
High heels on cobblestones
When you are young, they assume you know nothing
Sequin smile, black lipstick
Sensual politics
When you are young, they assume you know nothing
But I knew you
Dancin' in your Levi's
Drunk under a streetlight, I
I knew you
Hand under my sweatshirt
Baby, kiss it better, I
And when I felt like I was an old cardigan
Under someone's bed
You put me on and said I was your favorite
A friend to all is a friend to none
Chase two girls, lose the one
When you are young, they assume you know nothin'
But I knew you
Playing hide-and-seek and
Giving me your weekends, I
I knew you
Your heartbeat on the High Line
Once in 20 lifetimes, I
And when I felt like I was an old cardigan
Under someone's bed
You put me on and said I was your favorite
To kiss in cars and downtown bars
Was all we needed
You drew stars around my scars
But now I'm bleedin'
'Cause I knew you
Steppin' on the last train
Marked me like a bloodstain, I
I knew you
Tried to change the ending
Peter losing Wendy, I
I knew you
Leavin' like a father
Running like water, I
And when you are young, they assume you know nothing
But I knew you'd linger like a tattoo kiss
I knew you'd haunt all of my what-ifs
The smell of smoke would hang around this long
'Cause I knew everything when I was young
I knew I'd curse you for the longest time
Chasin' shadows in the grocery line
I knew you'd miss me once the thrill expired
And you'd be standin' in my front porch light
And I knew you'd come back to me
You'd come back to me
And you'd come back to me
And you'd come back
And when I felt like I was an old cardigan
Under someone's bed
You put me on and said I was your favorite"
136,the last great american dynasty - the long pond studio sessions,Taylor Swift,the long pond studio sessions,3,Alternative Pop,2020,148,62,64,-12,6,61,232,74,4,54,"Rebekah rode up on the afternoon train, it was sunny
Her saltbox house on the coast took her mind off St. Louis
Bill was the heir to the Standard Oil name, and money
And the town said ""How did a middle class divorcée do it?""
The wedding was charming, if a little gauche
There's only so far new money goes
They picked out a home and called it ""Holiday House""
Their parties were tasteful, if a little loud
The doctor had told him to settle down
It must have been her fault his heart gave out
And they said ""There goes the last great American dynasty""
Who knows, if she never showed up what could've been
There goes the maddest woman this town has ever seen
She had a marvelous time ruining everything
Rebekah gave up on the Rhode Island set forever
Flew in all the Bitch Pack friends from the city
Filled the pool with champagne and swam with the big names
And blew through the money on the boys and the ballet
And losing on card game bets with Dalí
And they said ""There goes the last great American dynasty""
Who knows, if she never showed up, what could've been
There goes the most shameless woman this town has ever seen
She had a marvelous time ruining everything
They say she was seen on occasion
Pacing the rocks staring out at the midnight sea
And in a feud with her neighbor
She stole his dog and dyed it key lime green
Fifty years is a long time
Holiday House sat quietly on that beach
Free of women with madness
Their men and bad habits, and then it was bought by me
Who knows, if I never showed up what could've been
There goes the loudest woman this town has ever seen
I had a marvelous time ruining everything
I had a marvelous time
Ruining everything
A marvelous time
Ruining everything
A marvelous time
I had a marvelous time"
96,exile (feat. Bon Iver) - the long pond studio sessions,Taylor Swift,the long pond studio sessions,4,Alternative Pop,2020,152,31,36,-10,11,11,280,85,3,60,"I can see you standin', honey
With his arms around your body
Laughin' but the joke's not funny at all
And it took you five whole minutes
To pack us up and leave me with it
Holdin' all this love out here in the hall
I think I've seen this film before
And I didn't like the ending
You're not my homeland anymore
So what am I defendin' now?
You were my town
Now I'm in exile seein' you out
I think I've seen this film before
Hoo, hoo-ooh
Hoo, hoo-ooh
Hoo, hoo-ooh
I can see you starin', honey
Like he's just your understudy
Like you'd get your knuckles bloody for me
Second, third, and hundredth chances
Balancin' on breaking branches
Those eyes add insult to injury
I think I've seen this film before
And I didn't like the ending
I'm not your problem anymore
So who am I offending now?
You were my crown
Now I'm in exile seein' you out
I think I've seen this film before
So I'm leavin' out the side door
So step right out
There is no amount
Of cryin' I can do for you
All this time
We always walked a very thin line
You didn't even hear me out (you didn't even hear me out)
You never gave a warning sign (I gave so many signs)
All this time
I never learned to read your mind (never learned to read my mind)
I couldn't turn things around (you never turned things around)
'Cause you never gave a warning sign (I gave so many signs)
So many signs
So many signs (you didn't even see the signs)
I think I've seen this film before
And I didn't like the ending
You're not my homeland anymore
So what am I defending now?
You were my town
Now I'm in exile seein' you out
I think I've seen this film before
So I'm leaving out the side door
So step right out
There is no amount
Of cryin' I can do for you
All this time
We always walked a very thin line
You didn't even hear me out (you didn't even hear me out)
You never gave a warning sign (I gave so many signs)
All this time
I never learned to read your mind (never learned to read my mind)
I couldn't turn things around (you never turned things around)
'Cause you never gave a warning sign (I gave so many signs)
All this time (so many signs)
I never learned to read your mind (so many signs)
I couldn't turn things around (so many signs)
'Cause you never gave a warning sign (never gave a warning sign)"
118,my tears ricochet - the long pond studio sessions,Taylor Swift,the long pond studio sessions,5,Alternative Pop,2020,129,17,53,-12,6,17,295,95,4,56,"We gather here, we line up
Weepin' in a sunlit room, and
If I'm on fire, you'll be made of ashes too
Even on my worst day, did I deserve, babe
All the hell you gave me?
'Cause I loved you, I swear I loved you
'Til my dying day
I didn't have it in myself to go with grace
And you're the hero flying around, saving face
And if I'm dead to you, why are you at the wake?
Cursing my name, wishing I stayed
Look at how my tears ricochet
We gather stones, never knowing what they'll mean
Some to throw, some to make a diamond ring
You know I didn't want to have to haunt you
But what a ghostly scene
You wear the same jewels that I gave you
As you bury me
I didn't have it in myself to go with grace
'Cause when I'd fight, you used to tell me I was brave
And if I'm dead to you, why are you at the wake?
Cursing my name, wishing I stayed
Look at how my tears ricochet
And I can go anywhere I want
Anywhere I want, just not home
And you can aim for my heart, go for blood
But you would still miss me in your bones
And I still talk to you (when I'm screaming at the sky)
And when you can't sleep at night (you hear my stolen lullabies)
I didn't have it in myself to go with grace
And so the battleships will sink beneath the waves
You had to kill me, but it killed you just the same
Cursing my name, wishing I stayed
You turned into your worst fears
And you're tossing out blame, drunk on this pain
Crossing out the good years
And you're cursing my name, wishing I stayed
Look at how my tears ricochet"
137,mirrorball - the long pond studio sessions,Taylor Swift,the long pond studio sessions,6,Alternative Pop,2020,110,39,51,-8,12,11,237,78,3,54,"I want you to know
I'm a mirrorball
I'll show you every version of yourself tonight
I'll get you out on the floor
Shimmering beautiful
And when I break it's in a million pieces
Hush
When no one is around, my dear
You'll find me on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you
Hush
I know they said the end is near
But I'm still on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you
I want you to know
I'm a mirrorball
I can change everything about me to fit in
You are not like the regulars
The masquerade revelers
Drunk as they watch my shattered edges glisten
Hush
When no one is around, my dear
You'll find me on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you
Hush
I know they said the end is near
But I'm still on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you
And they called off the circus
Burned the disco down
When they sent home the horses
And the rodeo clowns
I'm still on that tightrope
I'm still trying everything to get you laughing at me
I'm still a believer but I don't know why
I've never been a natural
All I do is try, try, try
I'm still on that trapeze
I'm still trying everything
To keep you looking at me
Because I'm a mirrorball
I'm a mirrorball
I'll show you every version of yourself
Tonight"
146,seven - the long pond studio sessions,Taylor Swift,the long pond studio sessions,7,Alternative Pop,2020,95,45,69,-11,10,36,209,91,3,53,"Please, picture me in the trees
I hit my peak at seven
Feet in the swing over the creek
I was too scared to jump in
But I, I was high in the sky
With Pennsylvania under me
Are there still beautiful things?
Sweet tea in the summer
Cross your heart, won't tell no other
And though I can't recall your face
I still got love for you
Your braids make a pattern
Love you to the Moon and to Saturn
Passed down like folk songs
The love lasts so long
And I've been meaning to tell you
I think your house is haunted
Your dad is always mad and that must be why
I think you should come live with me
And we can be pirates
Then you won't have to cry
Or hide in the closet
And just like a folk song
Our love will be passed on
Please, picture me in the weeds
Before I learned civility
I used to scream ferociously
Any time I wanted
I, I
Sweet tea in the summer
Cross your heart, won't tell no other
And though I can't recall your face
I still got love for you
Pack your dolls and a sweater
We'll move to India forever
Passed down like folk songs
The love lasts so long"
119,august - the long pond studio sessions,Taylor Swift,the long pond studio sessions,8,Alternative Pop,2020,90,66,55,-9,79,55,260,50,3,56,"Salt air, and the rust on your door
I never needed anything more
Whispers of ""Are you sure?""
""Never have I ever before""
But I can see us lost in the memory
August slipped away into a moment in time
'Cause it was never mine
And I can see us twisted in bedsheets
August sipped away like a bottle of wine
'Cause you were never mine
Your back beneath the sun
Wishin' I could write my name on it
Will you call when you're back at school?
I remember thinkin' I had you
But I can see us lost in the memory
August slipped away into a moment in time
'Cause it was never mine
And I can see us twisted in bedsheets
August sipped away like a bottle of wine
'Cause you were never mine
Back when we were still changin' for the better
Wanting was enough
For me, it was enough
To live for the hope of it all
Cancel plans just in case you'd call
And say, ""Meet me behind the mall""
So much for summer love and saying ""us""
'Cause you weren't mine to lose
You weren't mine to lose, no
But I can see us lost in the memory
August slipped away into a moment in time
'Cause it was never mine
And I can see us twisted in bedsheets
August sipped away like a bottle of wine
'Cause you were never mine
'Cause you were never mine, never mine
But do you remember?
Remember when I pulled up and said, ""Get in the car""
And then canceled my plans just in case you'd call?
Back when I was livin' for the hope of it all, for the hope of it all
""Meet me behind the mall""
Remember when I pulled up and said, ""Get in the car""
And then canceled my plans just in case you'd call?
Back when I was livin' for the hope of it all (For the hope of it all)
For the hope of it all
For the hope of it all
(For the hope of it all)
(For the hope of it all)"
127,this is me trying - the long pond studio sessions,Taylor Swift,the long pond studio sessions,9,Alternative Pop,2020,68,33,44,-12,9,16,209,93,3,55,"I've been having a hard time adjusting
I had the shiniest wheels, now they're rusting
I didn't know if you'd care if I came back
I have a lot of regrets about that
Pulled the car off the road to the lookout
Could've followed my fears all the way down
And maybe I don't quite know what to say
But I'm here in your doorway
I just wanted you to know
That this is me trying
I just wanted you to know
That this is me trying
They told me all of my cages were mental
So I got wasted like all my potential
And my words shoot to kill when I'm mad
I have a lot of regrets about that
I was so ahead of the curve, the curve became a sphere
Fell behind all my classmates and I ended up here
Pourin' out my heart to a stranger
But I didn't pour the whiskey
I just wanted you to know
That this is me trying
I just wanted you to know
That this is me trying
At least I'm trying
And it's hard to be at a party
When I feel like an open wound
It's hard to be anywhere these days
When all I want is you
You're a flashback in a film reel
On the one screen in my town
And I just wanted you to know
That this is me trying (maybe I don't quite know what to say)
I just wanted you to know
That this is me trying
At least I'm trying"
147,illicit affairs - the long pond studio sessions,Taylor Swift,the long pond studio sessions,10,Alternative Pop,2020,118,24,49,-10,11,44,184,88,4,53,"Make sure nobody sees you leave
Hood over your head
Keep your eyes down
Tell your friends you're out for a run
You'll be flushed when you return
Take the road less traveled by
Tell yourself you can always stop
What started in beautiful rooms
Ends with meetings in parking lots
And that's the thing about illicit affairs
And clandestine meetings
And longing stares
It's born from just one single glance
But it dies, and it dies, and it dies
A million little times
Leave the perfume on the shelf
That you picked out just for him
So you leave no trace behind
Like you don't even exist
Take the words for what they are
A dwindling, mercurial high
A drug that only worked
The first few hundred times
And that's the thing about illicit affairs
And clandestine meetings
And stolen stares
They show their truth one single time
But they lie, and they lie, and they lie
A billion little times
And you wanna scream
Don't call me kid
Don't call me baby
Look at this godforsaken mess that you made me
You showed me colors you know
I can't see with anyone else
Don't call me kid
Don't call me baby
Look at this idiotic fool that you made me
You taught me a secret language
I can't speak with anyone else
And you know damn well
For you I would ruin myself
A million little times"
